personId,firstname,lastname,siret,city,salary,externalCategory,homeRent
3140,Lucas,Lefebvre,79250321333629,Lille,55679.84,DIRECTOR,16703.951999999997
3141,Jean,Laurent,79224141755998,Lyon,24592.48,LEAD,7377.744
3150,Lucas,Martin,79092747132008,Nantes,58398.33,DIRECTOR,17519.499
3152,Nicolas,Moreau,77122355786178,Paris,83302.65,EXECUTOR,24990.795
3163,Nicolas,Girard,79435354488376,Marseille,39293.24,LEAD,11787.972
3172,Lucas,Moreau,72777357211344,Lyon,83767.39,EXECUTOR,25130.217
3178,Camille,Martin,75263038814469,Lyon,27708.05,LEAD,8312.414999999999
3210,Jean,Laurent,72704522618736,Bordeaux,37198.37,LEAD,11159.511
3213,Chloé,Moreau,74590744990781,Bordeaux,54874.65,DIRECTOR,16462.395
3217,Camille,Lefebvre,77211824816552,Marseille,41246.89,LEAD,12374.067
3243,Marie,Dupont,73463747797763,Lyon,50813.35,DIRECTOR,15244.005
3246,Chloé,Moreau,75795310795684,Marseille,23751.07,LEAD,7125.321
3249,Chloé,Lefebvre,76479452391452,Nantes,48329.84,DIRECTOR,14498.952
3250,Marie,Martin,78933338102535,Nantes,58010.91,DIRECTOR,17403.273
3253,Jean,Moreau,77345818615297,Paris,75927.81,EXECUTOR,22778.342999999997
3255,Marie,Lefebvre,78380840568372,Bordeaux,43330.2,LEAD,12999.06
3271,Lucas,Moreau,74621126581241,Lille,30486.26,LEAD,9145.877999999999
3295,Camille,Laurent,77699589756460,Lyon,67269.23,DIRECTOR,20180.768999999997
3313,Nicolas,Girard,72910461444540,Bordeaux,81104.38,EXECUTOR,24331.314000000002
3314,Lucas,Moreau,75619095115252,Lille,40243.2,LEAD,12072.96
3319,Thomas,Moreau,79494540693285,Lille,87508.6,EXECUTOR,26252.58
3327,Lucas,Martin,71133671385490,Paris,77076.67,EXECUTOR,23123.001
3328,Chloé,Lefebvre,73242652420741,Nantes,47561.52,DIRECTOR,14268.455999999998
3339,Camille,Dupont,74362015968110,Lyon,45399.44,DIRECTOR,13619.832
3350,Lucas,Moreau,75195563469396,Lyon,57422.68,DIRECTOR,17226.804
3368,Camille,Girard,76416433803407,Lille,35769.76,LEAD,10730.928
3377,Nicolas,Dupont,75025107113605,Bordeaux,15988.82,EMPLOYEE,4796.646
3378,Nicolas,Dupont,70129902301305,Bordeaux,30291.2,LEAD,9087.36
3393,Camille,Moreau,74266382055099,Lille,30348.46,LEAD,9104.537999999999
3395,Thomas,Dupont,73750275982542,Bordeaux,71308.17,DIRECTOR,21392.450999999997
3417,Camille,Martin,79781519958863,Marseille,36474.1,LEAD,10942.23
3431,Chloé,Girard,77980516861199,Nantes,43575.56,LEAD,13072.668
3460,Lucas,Girard,71627609275974,Nantes,36251.75,LEAD,10875.525
3462,Camille,Laurent,74759498724908,Lyon,87776.18,EXECUTOR,26332.853999999996
3467,Nicolas,Moreau,79693405900513,Bordeaux,31579.87,LEAD,9473.961
3474,Camille,Lefebvre,74612867032799,Bordeaux,37040.35,LEAD,11112.105
3476,Marie,Martin,77637686898045,Paris,16781.31,EMPLOYEE,5034.393
3481,Marie,Lefebvre,70821133344572,Nantes,81620.07,EXECUTOR,24486.021
3490,Nicolas,Moreau,74079750395970,Lyon,81353.73,EXECUTOR,24406.119
3517,Thomas,Martin,76571439090863,Nantes,21768.75,LEAD,6530.625
3519,Jean,Dupont,75906297590394,Marseille,42219.0,LEAD,12665.699999999999
3521,Nicolas,Lefebvre,78944613793723,Nantes,67145.14,DIRECTOR,20143.541999999998
3527,Chloé,Moreau,70895294304710,Paris,28822.36,LEAD,8646.708
3529,Thomas,Girard,74505092614539,Lille,25496.06,LEAD,7648.818
3533,Nicolas,Lefebvre,76597168626401,Lyon,67779.55,DIRECTOR,20333.865
3534,Chloé,Moreau,76143843103808,Lyon,84733.31,EXECUTOR,25419.993
3549,Thomas,Martin,74934560560074,Marseille,20465.08,LEAD,6139.524
3572,Thomas,Lefebvre,70979456437166,Lille,66759.05,DIRECTOR,20027.715
3580,Thomas,Martin,71920293614155,Lille,89489.28,EXECUTOR,26846.784
3602,Lucas,Laurent,74087991732631,Marseille,87591.97,EXECUTOR,26277.591
3603,Chloé,Moreau,73718410956368,Marseille,21978.13,LEAD,6593.439
3605,Nicolas,Lefebvre,76346063930712,Bordeaux,26712.19,LEAD,8013.656999999999
3615,Nicolas,Martin,78152019480322,Nantes,34709.46,LEAD,10412.838
3618,Marie,Girard,78014819215614,Marseille,38007.9,LEAD,11402.37
3626,Thomas,Lefebvre,79339102146297,Marseille,88675.65,EXECUTOR,26602.694999999996
3643,Jean,Girard,70776830219579,Lille,35853.07,LEAD,10755.921
3652,Thomas,Laurent,72714962704668,Paris,40864.37,LEAD,12259.311
3656,Thomas,Lefebvre,76556936881295,Lyon,88275.48,EXECUTOR,26482.643999999997
3658,Camille,Girard,76305780431464,Lille,37405.66,LEAD,11221.698
3686,Camille,Martin,73406102776223,Lille,59112.92,DIRECTOR,17733.876
3710,Thomas,Moreau,70401991783373,Marseille,42064.71,LEAD,12619.412999999999
3711,Thomas,Moreau,74651281761767,Lyon,88267.75,EXECUTOR,26480.325
3713,Thomas,Girard,78058035792829,Paris,37807.85,LEAD,11342.355
3736,Chloé,Dupont,75607725473394,Bordeaux,39585.18,LEAD,11875.554
3737,Lucas,Girard,76236568596484,Paris,34635.02,LEAD,10390.506
3748,Jean,Dupont,73825829490548,Bordeaux,55564.55,DIRECTOR,16669.365
3758,Thomas,Moreau,71384528825610,Nantes,33180.36,LEAD,9954.108
3767,Jean,Martin,77647221153943,Nantes,83703.77,EXECUTOR,25111.131
3778,Lucas,Dupont,74780561028378,Nantes,21092.29,LEAD,6327.687
3779,Chloé,Dupont,76311822979084,Paris,17291.68,EMPLOYEE,5187.504
3786,Chloé,Dupont,70528879218602,Bordeaux,34083.58,LEAD,10225.074
3788,Camille,Girard,74719838783508,Marseille,26110.0,LEAD,7833.0
3791,Thomas,Laurent,77759343805759,Nantes,61964.68,DIRECTOR,18589.404
3795,Lucas,Girard,71065407099439,Paris,64075.64,DIRECTOR,19222.692
3810,Lucas,Lefebvre,76539196832550,Lille,46136.49,DIRECTOR,13840.946999999998
3814,Thomas,Dupont,78558888838414,Lyon,56810.2,DIRECTOR,17043.059999999998
3830,Jean,Dupont,73073803046529,Lille,54247.38,DIRECTOR,16274.213999999998
3837,Chloé,Martin,79844388145677,Marseille,60562.67,DIRECTOR,18168.801
3839,Chloé,Lefebvre,75617680431149,Nantes,61989.64,DIRECTOR,18596.892
3843,Marie,Martin,70047684684947,Paris,35166.7,LEAD,10550.009999999998
3852,Nicolas,Martin,75608408117147,Nantes,42188.75,LEAD,12656.625
3867,Marie,Martin,72791221776313,Lyon,53928.33,DIRECTOR,16178.499
3871,Nicolas,Martin,74234792457503,Nantes,65083.27,DIRECTOR,19524.981
3884,Lucas,Lefebvre,76496679499659,Lille,15662.27,EMPLOYEE,4698.681
3889,Chloé,Moreau,78527851068015,Lyon,17540.37,EMPLOYEE,5262.111
3890,Chloé,Dupont,72987429513321,Lille,48308.97,DIRECTOR,14492.691
3891,Lucas,Lefebvre,70408210344634,Bordeaux,66552.04,DIRECTOR,19965.611999999997
3895,Chloé,Moreau,72729321553908,Marseille,79122.55,EXECUTOR,23736.765
3904,Chloé,Laurent,74006186851946,Paris,77092.81,EXECUTOR,23127.842999999997
3907,Camille,Moreau,71363625935358,Bordeaux,64300.83,DIRECTOR,19290.249
3917,Jean,Lefebvre,74715801761440,Marseille,19601.96,EMPLOYEE,5880.588
3920,Jean,Dupont,74899742638117,Marseille,20643.0,LEAD,6192.9
3927,Jean,Laurent,79548206283999,Nantes,46241.9,DIRECTOR,13872.57
3929,Chloé,Lefebvre,72931809214895,Bordeaux,78614.34,EXECUTOR,23584.302
3936,Lucas,Moreau,77968584317948,Lille,87149.65,EXECUTOR,26144.894999999997
3938,Nicolas,Martin,75044588697900,Marseille,48061.32,DIRECTOR,14418.395999999999
3947,Marie,Laurent,71232669006251,Nantes,80775.32,EXECUTOR,24232.596
3950,Chloé,Girard,73709415788694,Marseille,37434.5,LEAD,11230.35
3956,Nicolas,Lefebvre,78599700449337,Lille,45607.65,DIRECTOR,13682.295
3958,Marie,Lefebvre,75569023103976,Lyon,44445.26,LEAD,13333.578
3969,Marie,Moreau,77699106782644,Bordeaux,24718.04,LEAD,7415.412
3971,Marie,Girard,73914159145876,Paris,70141.37,DIRECTOR,21042.410999999996
3979,Chloé,Martin,74881839207978,Marseille,53954.73,DIRECTOR,16186.419
3987,Nicolas,Dupont,75356805967272,Lyon,70162.31,DIRECTOR,21048.693
4013,Nicolas,Girard,70822296874363,Lille,36592.53,LEAD,10977.759
4023,Lucas,Girard,78294838231548,Lille,73415.59,DIRECTOR,22024.677
4041,Nicolas,Dupont,78817548765348,Bordeaux,30487.09,LEAD,9146.127
4045,Thomas,Laurent,76352964536384,Lyon,50481.12,DIRECTOR,15144.336
4050,Jean,Martin,76004712428566,Lille,24976.89,LEAD,7493.066999999999
4058,Nicolas,Dupont,70941296349681,Paris,65648.3,DIRECTOR,19694.49
4067,Lucas,Laurent,71012056729356,Paris,58361.92,DIRECTOR,17508.575999999997
4071,Jean,Martin,72838794258625,Lille,76604.48,EXECUTOR,22981.343999999997
4074,Chloé,Girard,74900486497845,Lille,61845.75,DIRECTOR,18553.725
4084,Chloé,Martin,74790631643288,Lille,28421.52,LEAD,8526.456
4090,Nicolas,Moreau,73425202722814,Lyon,23234.79,LEAD,6970.437
4101,Nicolas,Laurent,72985481866304,Paris,87476.67,EXECUTOR,26243.001
4120,Chloé,Dupont,74532310436275,Lyon,49092.37,DIRECTOR,14727.711000000001
4127,Jean,Moreau,70839735830977,Paris,53637.13,DIRECTOR,16091.139
4138,Marie,Moreau,72727426503175,Nantes,38863.06,LEAD,11658.918
4157,Chloé,Girard,78223699343641,Bordeaux,63561.62,DIRECTOR,19068.486
4168,Jean,Laurent,72987309089889,Bordeaux,29296.06,LEAD,8788.818
4170,Jean,Martin,77196292411863,Lille,43923.41,LEAD,13177.023000000001
4172,Jean,Dupont,74409132705889,Paris,72639.54,DIRECTOR,21791.861999999997
4175,Jean,Girard,77357458348769,Paris,49827.46,DIRECTOR,14948.238
4180,Thomas,Martin,75381254174086,Lyon,84211.79,EXECUTOR,25263.536999999997
4181,Chloé,Laurent,71716961584251,Lille,32670.3,LEAD,9801.09
4200,Thomas,Lefebvre,79575916183965,Lille,76984.22,EXECUTOR,23095.266
4212,Marie,Moreau,70656939672556,Paris,65210.65,DIRECTOR,19563.195
4230,Lucas,Laurent,73190371266959,Paris,73129.5,DIRECTOR,21938.85
4232,Thomas,Laurent,74846000262314,Lyon,26028.14,LEAD,7808.441999999999
4248,Chloé,Lefebvre,73938555521822,Marseille,57763.14,DIRECTOR,17328.942
4250,Thomas,Dupont,78503828821497,Lyon,59729.51,DIRECTOR,17918.853
4255,Nicolas,Lefebvre,70044139825905,Marseille,18477.56,EMPLOYEE,5543.268
4259,Nicolas,Dupont,72177426900099,Nantes,33976.76,LEAD,10193.028
4265,Jean,Girard,77011069895537,Bordeaux,33398.61,LEAD,10019.583
4269,Marie,Laurent,71536570151346,Lille,67105.77,DIRECTOR,20131.731
4270,Chloé,Martin,73780322578924,Bordeaux,47599.5,DIRECTOR,14279.85
4280,Jean,Lefebvre,71268791324274,Marseille,59955.51,DIRECTOR,17986.653
4283,Nicolas,Martin,77302272565816,Marseille,29132.85,LEAD,8739.855
4286,Nicolas,Moreau,71089351134210,Lyon,46101.75,DIRECTOR,13830.525
4301,Chloé,Dupont,71335180110839,Paris,62205.48,DIRECTOR,18661.644
4309,Lucas,Martin,77412036327665,Nantes,46914.31,DIRECTOR,14074.293
4317,Marie,Lefebvre,71024407312417,Lyon,79788.89,EXECUTOR,23936.666999999998
4338,Lucas,Dupont,75995430079153,Nantes,58830.84,DIRECTOR,17649.251999999997
4342,Lucas,Girard,71779495800712,Lille,37415.86,LEAD,11224.758
4343,Jean,Moreau,79288071219794,Marseille,53160.32,DIRECTOR,15948.096
4354,Chloé,Martin,78550244598123,Nantes,69039.74,DIRECTOR,20711.922000000002
4357,Thomas,Lefebvre,71758009465610,Bordeaux,65105.77,DIRECTOR,19531.731
4358,Thomas,Girard,71372758423508,Paris,28012.9,LEAD,8403.87
4360,Jean,Girard,71610418522327,Nantes,73428.54,DIRECTOR,22028.561999999998
4368,Chloé,Lefebvre,72048249304249,Nantes,42528.01,LEAD,12758.403
4372,Thomas,Girard,79534833903570,Nantes,40949.64,LEAD,12284.892
4375,Camille,Girard,73350536565857,Lyon,48982.4,DIRECTOR,14694.72
4384,Chloé,Moreau,72616267940259,Lille,44716.08,LEAD,13414.824
4386,Camille,Dupont,72040355197678,Paris,35040.39,LEAD,10512.117
4399,Chloé,Dupont,76468802417502,Marseille,82374.49,EXECUTOR,24712.347
4423,Nicolas,Laurent,71006958515317,Lyon,51427.34,DIRECTOR,15428.201999999997
4435,Lucas,Dupont,70742190115453,Marseille,76825.76,EXECUTOR,23047.728
4453,Jean,Lefebvre,74022578180752,Lyon,56667.46,DIRECTOR,17000.237999999998
4466,Chloé,Moreau,79546238668500,Marseille,35694.73,LEAD,10708.419
4482,Jean,Lefebvre,77967520632211,Marseille,63361.57,DIRECTOR,19008.470999999998
4483,Lucas,Lefebvre,70483183884423,Marseille,55789.66,DIRECTOR,16736.898
4485,Camille,Dupont,79535003584550,Bordeaux,62502.26,DIRECTOR,18750.678
4486,Marie,Dupont,77858532074495,Lyon,44700.78,LEAD,13410.233999999999
4503,Lucas,Dupont,72445628362054,Bordeaux,82097.21,EXECUTOR,24629.163
4505,Thomas,Moreau,71874882115347,Lyon,47238.41,DIRECTOR,14171.523000000001
4516,Lucas,Laurent,77279924541754,Paris,36718.25,LEAD,11015.475
4521,Marie,Martin,71190104336652,Marseille,78781.96,EXECUTOR,23634.588
4523,Chloé,Moreau,71766276194224,Paris,64564.34,DIRECTOR,19369.302
4534,Jean,Martin,78046330471719,Marseille,69821.13,DIRECTOR,20946.339
4550,Lucas,Girard,77356961401286,Paris,23953.67,LEAD,7186.101
4552,Camille,Girard,77880151452254,Lyon,76509.76,EXECUTOR,22952.927999999996
4556,Chloé,Laurent,78634847613410,Marseille,83165.09,EXECUTOR,24949.527
4561,Marie,Moreau,72358354939534,Marseille,71022.32,DIRECTOR,21306.696
4573,Jean,Laurent,70404699260722,Bordeaux,61447.17,DIRECTOR,18434.150999999998
4579,Thomas,Lefebvre,79070162409285,Marseille,57655.79,DIRECTOR,17296.737
4589,Camille,Martin,73729274542521,Nantes,73152.89,DIRECTOR,21945.867
4603,Nicolas,Girard,70965593914640,Bordeaux,64051.26,DIRECTOR,19215.378
4606,Marie,Martin,75274645386486,Lille,77543.67,EXECUTOR,23263.101
4610,Marie,Dupont,74174289382756,Bordeaux,44081.99,LEAD,13224.597
4615,Chloé,Moreau,74184973255978,Lyon,17839.62,EMPLOYEE,5351.8859999999995
4622,Thomas,Lefebvre,74899656714318,Marseille,85807.72,EXECUTOR,25742.316
4631,Nicolas,Laurent,78989176594481,Lyon,82195.88,EXECUTOR,24658.764
4633,Camille,Laurent,78044185201991,Nantes,20172.91,LEAD,6051.873
4639,Marie,Laurent,73651257677441,Lyon,84762.92,EXECUTOR,25428.876
4647,Marie,Moreau,75923483993228,Nantes,39722.88,LEAD,11916.864
4657,Jean,Girard,74264567570135,Nantes,36454.8,LEAD,10936.44
4659,Thomas,Laurent,70657941892467,Nantes,82037.8,EXECUTOR,24611.34
4682,Chloé,Martin,71696453259062,Nantes,27681.79,LEAD,8304.537
4704,Nicolas,Dupont,75426137393034,Nantes,16362.58,EMPLOYEE,4908.773999999999
4716,Nicolas,Martin,79024768286948,Paris,22595.03,LEAD,6778.508999999999
4717,Nicolas,Dupont,71898712986058,Lille,52845.32,DIRECTOR,15853.596
4728,Nicolas,Dupont,76359437721375,Marseille,34260.79,LEAD,10278.237
4757,Camille,Laurent,74768498210006,Lyon,25507.91,LEAD,7652.373
4759,Marie,Martin,77291987327180,Nantes,76875.56,EXECUTOR,23062.667999999998
4765,Thomas,Lefebvre,72493447536495,Paris,18826.71,EMPLOYEE,5648.013
4788,Jean,Lefebvre,77644451252878,Lyon,30954.65,LEAD,9286.395
4798,Thomas,Dupont,76588824915480,Lyon,78335.36,EXECUTOR,23500.608
4803,Thomas,Dupont,78416019810528,Marseille,84225.28,EXECUTOR,25267.584
4806,Camille,Lefebvre,75724770181390,Nantes,52903.32,DIRECTOR,15870.996
4814,Jean,Laurent,74984915332733,Lille,88268.99,EXECUTOR,26480.697
4816,Jean,Lefebvre,70141289460195,Lille,25369.83,LEAD,7610.9490000000005
4818,Chloé,Moreau,75694629780970,Paris,67410.16,DIRECTOR,20223.048
4824,Lucas,Moreau,72939941912244,Bordeaux,34867.75,LEAD,10460.324999999999
4833,Marie,Lefebvre,79383660929223,Paris,35767.15,LEAD,10730.145
4845,Nicolas,Lefebvre,75738518426623,Marseille,51210.33,DIRECTOR,15363.099
4852,Marie,Dupont,73740232601406,Bordeaux,44590.24,LEAD,13377.071999999998
4853,Camille,Moreau,71648054048923,Paris,84586.05,EXECUTOR,25375.815
4874,Lucas,Dupont,71679174874978,Lille,50374.23,DIRECTOR,15112.269
4889,Jean,Martin,70108968750586,Paris,29424.85,LEAD,8827.455
4897,Thomas,Laurent,71019741881815,Lyon,67380.86,DIRECTOR,20214.257999999998
4917,Lucas,Laurent,72705927028640,Lille,55770.49,DIRECTOR,16731.146999999997
4921,Nicolas,Moreau,76403460074170,Nantes,85401.41,EXECUTOR,25620.423
4935,Marie,Lefebvre,77973571122585,Lille,77303.85,EXECUTOR,23191.155000000002
4944,Camille,Lefebvre,75438644832267,Marseille,89121.69,EXECUTOR,26736.507
4945,Chloé,Girard,73927783067615,Nantes,73839.74,DIRECTOR,22151.922000000002
4948,Chloé,Girard,71300041162218,Lyon,84528.4,EXECUTOR,25358.519999999997
4956,Lucas,Moreau,71111843636934,Lyon,45929.9,DIRECTOR,13778.97
4962,Jean,Laurent,71955373922216,Nantes,68685.63,DIRECTOR,20605.689000000002
4964,Jean,Moreau,76872322103472,Paris,29607.81,LEAD,8882.343
4966,Chloé,Martin,70381485647896,Marseille,27181.29,LEAD,8154.387
4981,Marie,Moreau,72888103175241,Lyon,67260.73,DIRECTOR,20178.218999999997
4991,Nicolas,Laurent,71955370193800,Nantes,77656.73,EXECUTOR,23297.018999999997
