personId,firstname,lastname,siret,city,salary,calculatedCategory
1061,Jean,Laurent,14631883730269,Lyon,48887.06,SENIOR
1062,Thomas,Girard,20876568429313,Paris,79836.62,MASTER
1063,Camille,Moreau,98520317178919,Paris,42809.49,MIDDLE
1064,Jean,Martin,94511933726389,Bordeaux,49157.73,SENIOR
1067,Jean,Martin,19077449023722,Nantes,34049.56,MIDDLE
1068,Camille,Laurent,55236495458059,Lille,65616.2,SENIOR
1069,Thomas,Lefebvre,15887162710229,Nantes,25383.18,MIDDLE
1070,Chloé,Moreau,35974880953855,Nantes,29404.27,MIDDLE
1071,Nicolas,Moreau,93522151048811,Bordeaux,23769.1,MIDDLE
1072,Marie,Lefebvre,43176691947438,Marseille,22289.37,MIDDLE
1073,Marie,Martin,51011144163484,Paris,17030.7,JUNIOR
1074,Marie,Moreau,44853561093669,Lyon,74902.54,SENIOR
1075,Jean,Girard,50749759042187,Lille,60368.01,SENIOR
1076,Chloé,Lefebvre,35972536466644,Paris,73179.76,SENIOR
1077,Thomas,Laurent,85444986499345,Marseille,66330.72,SENIOR
1078,Thomas,Moreau,21170869493857,Lyon,64232.79,SENIOR
1079,Chloé,Girard,25748967348249,Nantes,49826.41,SENIOR
1080,Thomas,Dupont,41761064119633,Marseille,27580.62,MIDDLE
1081,Chloé,Lefebvre,91673943015518,Marseille,46680.06,SENIOR
1082,Jean,Martin,34096723107005,Bordeaux,50420.86,SENIOR
1083,Lucas,Dupont,85948852626651,Lille,40383.43,MIDDLE
1084,Nicolas,Moreau,28799451332498,Marseille,33356.19,MIDDLE
1085,Camille,Laurent,16842620933378,Paris,24517.46,MIDDLE
1086,Marie,Laurent,84270368305690,Lille,25663.12,MIDDLE
1087,Chloé,Martin,98635799440243,Lille,73921.04,SENIOR
1088,Jean,Girard,27311370520294,Lille,55133.81,SENIOR
1089,Camille,Girard,14261023303465,Marseille,72190.19,SENIOR
1090,Lucas,Moreau,99740279665713,Paris,36917.98,MIDDLE
1091,Thomas,Dupont,38884287290851,Marseille,31917.02,MIDDLE
1092,Thomas,Laurent,63931258591284,Lyon,73472.54,SENIOR
1093,Camille,Girard,59388703968761,Lyon,65007.46,SENIOR
1094,Nicolas,Lefebvre,92291954056311,Bordeaux,79084.71,MASTER
1095,Nicolas,Lefebvre,95090516335798,Bordeaux,68204.42,SENIOR
1096,Camille,Moreau,12220984590964,Paris,55002.9,SENIOR
1098,Nicolas,Martin,48176396372350,Lyon,27334.68,MIDDLE
1099,Camille,Lefebvre,86374589425991,Nantes,77550.99,MASTER
1100,Nicolas,Dupont,12347055991779,Bordeaux,46434.88,SENIOR
1101,Thomas,Girard,25433054616828,Marseille,37042.8,MIDDLE
1102,Nicolas,Martin,66603249823307,Paris,31158.67,MIDDLE
1103,Thomas,Lefebvre,51032195996534,Lyon,78380.28,MASTER
1104,Nicolas,Girard,91660576141292,Lyon,50769.76,SENIOR
1107,Camille,Girard,46614890963179,Paris,16651.96,JUNIOR
1108,Marie,Martin,24439191719209,Nantes,55371.75,SENIOR
1110,Lucas,Moreau,98378474777771,Lyon,84666.54,MASTER
1111,Nicolas,Lefebvre,60659422334848,Bordeaux,63646.52,SENIOR
1112,Chloé,Girard,92244639432629,Marseille,19367.81,JUNIOR
1113,Lucas,Moreau,53424444538465,Lyon,73659.46,SENIOR
1114,Lucas,Lefebvre,39614951279891,Paris,35564.28,MIDDLE
1116,Chloé,Moreau,96665704187115,Paris,75935.11,MASTER
1117,Lucas,Laurent,81296055962197,Nantes,70010.55,SENIOR
1118,Lucas,Lefebvre,38288727583075,Lille,43717.38,MIDDLE
1119,Marie,Lefebvre,95637408214837,Paris,15010.75,JUNIOR
1120,Jean,Laurent,98113254866053,Bordeaux,84704.04,MASTER
1121,Lucas,Lefebvre,16712215463991,Lille,42095.55,MIDDLE
1122,Camille,Laurent,41494602718305,Nantes,34677.75,MIDDLE
1123,Nicolas,Dupont,85064168314885,Nantes,48116.03,SENIOR
1124,Thomas,Laurent,96141981683623,Lille,50523.57,SENIOR
1125,Nicolas,Martin,31860961808587,Lyon,74675.95,SENIOR
1126,Marie,Martin,16231399748289,Lyon,16457.47,JUNIOR
1127,Marie,Laurent,27364521598886,Bordeaux,40941.31,MIDDLE
1129,Camille,Moreau,18315740739281,Paris,87980.46,MASTER
1130,Lucas,Dupont,13666326766449,Lille,36361.99,MIDDLE
1133,Nicolas,Girard,27308464001123,Paris,40208.1,MIDDLE
1134,Jean,Girard,60446128797469,Nantes,75215.73,MASTER
1135,Jean,Dupont,89791479074758,Paris,80528.15,MASTER
1136,Lucas,Lefebvre,18623109528472,Marseille,41994.27,MIDDLE
1138,Camille,Dupont,57346702711065,Marseille,50453.88,SENIOR
1139,Camille,Laurent,99693102837172,Marseille,40032.04,MIDDLE
1141,Jean,Moreau,63413231353122,Lyon,56159.71,SENIOR
1142,Lucas,Lefebvre,24098623623005,Lille,22893.46,MIDDLE
1143,Camille,Girard,96497284323259,Lille,25063.54,MIDDLE
1144,Marie,Laurent,16246108646982,Lyon,74119.29,SENIOR
1145,Chloé,Laurent,50520643963877,Nantes,29160.35,MIDDLE
1146,Lucas,Moreau,96812960639075,Marseille,27927.79,MIDDLE
1147,Jean,Laurent,42109221564210,Bordeaux,30495.52,MIDDLE
1148,Nicolas,Laurent,43782455726132,Nantes,33755.77,MIDDLE
1149,Marie,Lefebvre,19748429885952,Lyon,56204.17,SENIOR
1150,Chloé,Dupont,95504609395062,Lille,42626.47,MIDDLE
1151,Jean,Laurent,93743566356184,Lille,18759.19,JUNIOR
1152,Camille,Moreau,68805957991555,Paris,66512.79,SENIOR
1153,Jean,Martin,86135154039628,Lyon,19726.59,JUNIOR
1154,Thomas,Moreau,69904986195200,Lille,51391.24,SENIOR
1155,Marie,Lefebvre,40877004452730,Bordeaux,82698.93,MASTER
1157,Thomas,Laurent,63864296612637,Paris,33691.57,MIDDLE
1158,Thomas,Moreau,85240387362435,Marseille,47642.09,SENIOR
1159,Jean,Lefebvre,59355564084579,Lille,19136.89,JUNIOR
1161,Jean,Girard,92385131263391,Marseille,71758.55,SENIOR
1162,Jean,Laurent,88738923593244,Paris,27293.92,MIDDLE
1163,Lucas,Dupont,21825290942806,Marseille,70817.07,SENIOR
1164,Marie,Martin,90939985100349,Lyon,51892.57,SENIOR
1165,Chloé,Moreau,14581551867553,Marseille,61295.25,SENIOR
1166,Lucas,Moreau,84819544678972,Bordeaux,60416.06,SENIOR
1167,Lucas,Laurent,36075965350859,Bordeaux,45468.24,SENIOR
1168,Thomas,Lefebvre,60441781205738,Lyon,39115.12,MIDDLE
1169,Nicolas,Dupont,93930178784288,Nantes,32877.66,MIDDLE
1170,Chloé,Lefebvre,95472442889295,Lyon,40311.86,MIDDLE
1171,Thomas,Lefebvre,61733466909091,Paris,88368.34,MASTER
1172,Thomas,Moreau,16994617263681,Lyon,44788.96,MIDDLE
1173,Nicolas,Girard,64387819795361,Paris,78450.5,MASTER
1174,Jean,Martin,35269100617534,Bordeaux,51513.7,SENIOR
1175,Nicolas,Martin,96300928492429,Paris,59177.05,SENIOR
1176,Nicolas,Moreau,21553045488208,Paris,38937.56,MIDDLE
1177,Thomas,Lefebvre,26399502362654,Lille,57364.45,SENIOR
1178,Thomas,Laurent,57022418634047,Lyon,59979.66,SENIOR
1179,Thomas,Lefebvre,46816360313424,Bordeaux,81931.66,MASTER
1180,Jean,Laurent,54926378066154,Paris,49755.96,SENIOR
1181,Jean,Girard,22210339347678,Nantes,31835.72,MIDDLE
1182,Chloé,Lefebvre,23973141424586,Nantes,38111.03,MIDDLE
1183,Nicolas,Martin,59804381846577,Nantes,22174.7,MIDDLE
1184,Marie,Laurent,66511662698971,Lyon,53285.59,SENIOR
1185,Jean,Lefebvre,17584845523312,Lille,51168.52,SENIOR
1186,Nicolas,Girard,48166110924316,Bordeaux,38571.52,MIDDLE
1187,Lucas,Girard,32416369627161,Lille,18098.73,JUNIOR
1188,Nicolas,Dupont,34347984411343,Lyon,37139.75,MIDDLE
1189,Jean,Laurent,38532179517066,Lille,15391.55,JUNIOR
1190,Chloé,Dupont,92545708474745,Paris,55193.85,SENIOR
1191,Marie,Girard,25025616938441,Marseille,31300.64,MIDDLE
1192,Camille,Dupont,30646955437168,Nantes,78784.59,MASTER
1193,Chloé,Girard,58276484276732,Paris,31505.1,MIDDLE
1194,Chloé,Martin,60976430603465,Marseille,42355.69,MIDDLE
1195,Lucas,Lefebvre,22844492012114,Nantes,51764.31,SENIOR
1196,Nicolas,Girard,31477468271275,Marseille,57750.46,SENIOR
1198,Jean,Laurent,89927637245183,Lille,21981.13,MIDDLE
1199,Camille,Martin,63740486441066,Nantes,74409.93,SENIOR
1200,Lucas,Girard,69964567459726,Bordeaux,66980.09,SENIOR
1201,Camille,Dupont,52172512599165,Lille,81760.66,MASTER
1202,Camille,Laurent,62774775585993,Marseille,63356.81,SENIOR
1203,Chloé,Moreau,60643438404391,Nantes,73106.39,SENIOR
1204,Camille,Dupont,12631219140781,Bordeaux,46439.42,SENIOR
1205,Nicolas,Lefebvre,14677578880359,Marseille,31476.64,MIDDLE
1206,Chloé,Martin,86527212921206,Bordeaux,70892.17,SENIOR
1207,Thomas,Laurent,89836672860177,Paris,38140.45,MIDDLE
1208,Nicolas,Martin,17917776921623,Nantes,19230.86,JUNIOR
1209,Camille,Moreau,23635058771657,Lyon,73713.64,SENIOR
1210,Marie,Martin,30948723049377,Marseille,60990.8,SENIOR
1211,Camille,Lefebvre,65543894828800,Lille,80941.13,MASTER
1213,Jean,Laurent,33892026130820,Nantes,38404.41,MIDDLE
1214,Jean,Dupont,10848432077439,Lille,64484.05,SENIOR
1215,Jean,Martin,54301695597926,Marseille,48576.88,SENIOR
1216,Lucas,Dupont,93269319821262,Marseille,60403.16,SENIOR
1217,Nicolas,Martin,64191829029487,Lille,73015.53,SENIOR
1218,Nicolas,Martin,38131813030809,Paris,30039.77,MIDDLE
1219,Lucas,Laurent,37042022515387,Nantes,74561.34,SENIOR
1220,Nicolas,Lefebvre,21408966923437,Nantes,25400.97,MIDDLE
1221,Jean,Dupont,28966627797425,Nantes,43692.05,MIDDLE
1224,Nicolas,Laurent,64123479325356,Lille,24337.32,MIDDLE
1225,Camille,Lefebvre,19243712328929,Marseille,49555.02,SENIOR
1226,Lucas,Martin,21789343550541,Lille,63037.96,SENIOR
1227,Marie,Martin,44353447027505,Paris,22418.12,MIDDLE
1228,Camille,Moreau,90574514900434,Paris,75656.67,MASTER
1229,Nicolas,Laurent,12792175824405,Paris,82679.62,MASTER
1230,Camille,Laurent,69102919883796,Lyon,70289.79,SENIOR
1233,Lucas,Laurent,92413009476052,Paris,44668.1,MIDDLE
1234,Marie,Martin,87022100693555,Lyon,62883.76,SENIOR
1235,Nicolas,Girard,91697068753257,Paris,53536.09,SENIOR
1236,Lucas,Laurent,22219866291926,Marseille,79384.22,MASTER
1237,Lucas,Moreau,88794687183837,Lille,19049.24,JUNIOR
1238,Camille,Laurent,49085957940717,Paris,79177.66,MASTER
1239,Camille,Dupont,10395166222867,Bordeaux,19452.04,JUNIOR
1240,Jean,Dupont,23841028180938,Lyon,61110.41,SENIOR
1241,Nicolas,Laurent,11361737084363,Bordeaux,42556.67,MIDDLE
1242,Jean,Lefebvre,22494365649346,Paris,67926.02,SENIOR
1243,Marie,Martin,69075112823211,Lyon,43357.59,MIDDLE
1244,Lucas,Martin,29525982583819,Bordeaux,76492.83,MASTER
1245,Lucas,Girard,95652893281454,Lille,68840.37,SENIOR
1246,Thomas,Moreau,40493804347152,Lille,72275.34,SENIOR
1247,Nicolas,Dupont,38926382181347,Nantes,53781.51,SENIOR
1248,Camille,Martin,87865798436349,Paris,49526.8,SENIOR
1249,Nicolas,Martin,42082577311288,Lille,87261.05,MASTER
1250,Lucas,Laurent,45534635533080,Lyon,46449.32,SENIOR
1251,Thomas,Martin,48133496895287,Marseille,89184.81,MASTER
1253,Nicolas,Laurent,97480939969135,Paris,73371.45,SENIOR
1254,Chloé,Moreau,29454045650472,Nantes,46676.91,SENIOR
1255,Nicolas,Dupont,34326787323372,Nantes,81551.47,MASTER
1256,Marie,Moreau,12347143533359,Lille,46980.35,SENIOR
1257,Marie,Martin,56034139734125,Nantes,83196.66,MASTER
1259,Thomas,Moreau,95974391821116,Paris,42182.66,MIDDLE
1260,Lucas,Lefebvre,63527683269224,Paris,37588.58,MIDDLE
1261,Jean,Moreau,28861933864734,Nantes,48385.24,SENIOR
1262,Thomas,Dupont,52394055944675,Bordeaux,85055.09,MASTER
1263,Lucas,Martin,34516296148557,Lyon,49120.62,SENIOR
1264,Marie,Moreau,96620003855131,Lyon,64613.02,SENIOR
1265,Marie,Laurent,45293593812962,Lyon,29022.28,MIDDLE
1266,Jean,Dupont,41257400131776,Marseille,32301.52,MIDDLE
1267,Camille,Laurent,25975049983816,Bordeaux,30201.18,MIDDLE
1268,Marie,Laurent,50366717304289,Lille,81840.96,MASTER
1269,Lucas,Girard,45974835032761,Paris,75754.64,MASTER
1270,Chloé,Girard,41412447077367,Paris,42866.23,MIDDLE
1271,Lucas,Dupont,85648348116597,Paris,65061.49,SENIOR
1272,Camille,Girard,48079749238330,Paris,19294.02,JUNIOR
1274,Jean,Martin,28001564550267,Lille,82639.97,MASTER
1276,Camille,Lefebvre,84332512567378,Paris,29276.0,MIDDLE
1277,Nicolas,Lefebvre,96398991267904,Bordeaux,29714.85,MIDDLE
1278,Jean,Girard,67660120354412,Nantes,71199.72,SENIOR
1279,Nicolas,Girard,82353836061554,Bordeaux,60715.34,SENIOR
1281,Camille,Martin,60849236682831,Lyon,42564.58,MIDDLE
1282,Chloé,Martin,64025030030624,Nantes,26107.72,MIDDLE
1283,Lucas,Moreau,28675277261098,Paris,61026.45,SENIOR
1284,Nicolas,Moreau,67320845433633,Nantes,16119.74,JUNIOR
1285,Marie,Girard,56093506510979,Lille,55218.49,SENIOR
1286,Nicolas,Moreau,80170399704721,Marseille,45513.46,SENIOR
1287,Nicolas,Lefebvre,97459159910695,Marseille,23478.3,MIDDLE
1288,Chloé,Lefebvre,42023255611270,Lyon,74835.13,SENIOR
1289,Thomas,Laurent,11551814055459,Marseille,78405.96,MASTER
1290,Lucas,Girard,50940136062002,Lille,45278.87,SENIOR
1291,Marie,Dupont,92609994679692,Nantes,81796.03,MASTER
1292,Marie,Girard,66468684497554,Marseille,88049.14,MASTER
1293,Jean,Dupont,59388758113489,Lille,17268.88,JUNIOR
1294,Lucas,Laurent,29028060404645,Bordeaux,34840.38,MIDDLE
1295,Camille,Moreau,66197650547949,Marseille,53443.2,SENIOR
1297,Marie,Laurent,88836306407799,Paris,61740.61,SENIOR
1298,Chloé,Martin,28809658967317,Lyon,23708.04,MIDDLE
1299,Marie,Girard,22141583992940,Lyon,68810.1,SENIOR
1300,Lucas,Martin,95753477404537,Bordeaux,75578.69,MASTER
1301,Lucas,Martin,11082713079517,Paris,30474.48,MIDDLE
1302,Jean,Dupont,86650646881981,Bordeaux,51800.35,SENIOR
1303,Lucas,Moreau,97829645466031,Nantes,52579.21,SENIOR
1304,Lucas,Moreau,10357397764002,Lyon,35916.87,MIDDLE
1305,Camille,Moreau,82460747676017,Paris,72885.53,SENIOR
1307,Thomas,Martin,86295554666179,Paris,23210.56,MIDDLE
1308,Marie,Girard,92070266322669,Lyon,23556.59,MIDDLE
1309,Nicolas,Moreau,46580104097788,Lille,77579.8,MASTER
1310,Chloé,Lefebvre,50141292997667,Bordeaux,62259.45,SENIOR
1311,Chloé,Moreau,13737443039662,Lyon,43459.95,MIDDLE
1312,Chloé,Lefebvre,57560158154172,Marseille,47188.98,SENIOR
1314,Chloé,Martin,33034864189747,Bordeaux,63076.02,SENIOR
1315,Lucas,Martin,64715530248941,Bordeaux,34491.52,MIDDLE
1316,Lucas,Laurent,11396462051950,Lille,15828.6,JUNIOR
1317,Nicolas,Martin,91874616970081,Marseille,18374.23,JUNIOR
1318,Camille,Lefebvre,10072067482627,Nantes,51266.97,SENIOR
1319,Thomas,Dupont,69963754644594,Nantes,33458.12,MIDDLE
1320,Thomas,Dupont,56011581205243,Bordeaux,16404.33,JUNIOR
1321,Nicolas,Dupont,45154923583823,Paris,34871.5,MIDDLE
1322,Chloé,Martin,44484174524917,Lille,88631.63,MASTER
1323,Marie,Martin,95211898561501,Lille,77408.09,MASTER
1324,Jean,Martin,20262788289264,Paris,50774.41,SENIOR
1325,Chloé,Moreau,86054417811299,Lille,53073.55,SENIOR
1326,Lucas,Laurent,19625771560910,Marseille,68826.61,SENIOR
1327,Jean,Girard,92408222462800,Lille,74325.3,SENIOR
1329,Camille,Martin,90420074359612,Lyon,80861.56,MASTER
1330,Jean,Moreau,69301424518436,Paris,17068.82,JUNIOR
1331,Camille,Martin,34416569355046,Paris,46242.4,SENIOR
1333,Thomas,Moreau,58264956168477,Marseille,33023.25,MIDDLE
1334,Camille,Martin,99288025176684,Marseille,65993.09,SENIOR
1335,Camille,Dupont,84611214527897,Nantes,64006.51,SENIOR
1336,Marie,Dupont,87344780344865,Lyon,31519.04,MIDDLE
1337,Lucas,Laurent,15208884309040,Marseille,46688.14,SENIOR
1338,Chloé,Laurent,56511174805250,Lyon,41330.4,MIDDLE
1339,Marie,Moreau,53212422125057,Paris,72776.56,SENIOR
1340,Chloé,Laurent,60251711821969,Nantes,48124.34,SENIOR
1341,Thomas,Laurent,33023074147475,Nantes,36499.57,MIDDLE
1342,Nicolas,Girard,54428993607389,Bordeaux,55814.73,SENIOR
1343,Nicolas,Laurent,55989879691404,Marseille,40338.89,MIDDLE
1344,Jean,Moreau,42723684021782,Bordeaux,84729.91,MASTER
1345,Thomas,Lefebvre,49996451872299,Lyon,48188.16,SENIOR
1346,Lucas,Moreau,96508641928440,Lyon,41475.44,MIDDLE
1347,Marie,Dupont,19688563801327,Paris,73270.78,SENIOR
1348,Thomas,Moreau,51626367448109,Marseille,86317.18,MASTER
1349,Nicolas,Dupont,37344515844849,Paris,54075.43,SENIOR
1350,Camille,Girard,65800691986425,Bordeaux,53131.4,SENIOR
1352,Jean,Martin,98243376986308,Nantes,29531.28,MIDDLE
1353,Jean,Moreau,30644197046078,Bordeaux,79745.57,MASTER
1354,Nicolas,Lefebvre,19400562303274,Nantes,44342.98,MIDDLE
1356,Thomas,Lefebvre,22886426249288,Bordeaux,56814.21,SENIOR
1357,Nicolas,Laurent,65800941085066,Marseille,50943.21,SENIOR
1358,Lucas,Lefebvre,14317009716071,Lyon,29777.82,MIDDLE
1359,Chloé,Lefebvre,31864103033951,Marseille,81094.43,MASTER
1360,Thomas,Girard,95461391029176,Marseille,85953.13,MASTER
1361,Camille,Moreau,92536166329864,Paris,67867.6,SENIOR
1362,Camille,Laurent,97416886215929,Marseille,70345.97,SENIOR
1363,Camille,Martin,67237695170413,Paris,50728.67,SENIOR
1364,Chloé,Dupont,61675990254043,Lille,53484.2,SENIOR
1365,Nicolas,Laurent,41965009310403,Paris,64373.91,SENIOR
1366,Jean,Moreau,49620912427568,Bordeaux,83236.5,MASTER
1367,Chloé,Laurent,37462332371077,Lyon,34441.41,MIDDLE
1368,Marie,Martin,68971425968193,Nantes,32752.27,MIDDLE
1369,Thomas,Girard,55247594774565,Nantes,81126.72,MASTER
1371,Camille,Laurent,62158009219492,Lyon,45626.95,SENIOR
1372,Jean,Moreau,87199379775213,Nantes,83077.11,MASTER
1373,Lucas,Laurent,22859202012266,Marseille,40373.19,MIDDLE
1374,Nicolas,Dupont,26528547824436,Marseille,70141.29,SENIOR
1375,Lucas,Martin,98197738061394,Lille,39085.45,MIDDLE
1376,Marie,Girard,98765188679935,Lyon,80605.12,MASTER
1377,Chloé,Moreau,53399025401520,Lyon,65875.17,SENIOR
1378,Camille,Martin,57462981310972,Paris,68116.86,SENIOR
1379,Thomas,Dupont,45421786979948,Marseille,79005.22,MASTER
1380,Nicolas,Lefebvre,19363530680098,Lille,17108.79,JUNIOR
1381,Nicolas,Moreau,48624226839892,Bordeaux,57045.93,SENIOR
1382,Chloé,Moreau,85891477587127,Lyon,75276.12,MASTER
1383,Thomas,Lefebvre,68936232198905,Lyon,64574.22,SENIOR
1384,Lucas,Girard,41927181343168,Nantes,42411.47,MIDDLE
1385,Chloé,Lefebvre,14206089937260,Lille,86022.52,MASTER
1386,Camille,Martin,46139833865566,Paris,30849.47,MIDDLE
1387,Jean,Laurent,90646496282499,Nantes,21594.91,MIDDLE
1388,Marie,Dupont,58049885240362,Nantes,51288.73,SENIOR
1389,Camille,Lefebvre,23752726783127,Nantes,80727.19,MASTER
1390,Marie,Girard,27735960313738,Lille,62658.38,SENIOR
1391,Jean,Lefebvre,56113238171386,Lyon,21114.7,MIDDLE
1392,Marie,Dupont,61988421080335,Bordeaux,48903.59,SENIOR
1393,Thomas,Dupont,85396229554846,Marseille,59370.89,SENIOR
1394,Thomas,Laurent,87064438103791,Bordeaux,21791.05,MIDDLE
1395,Nicolas,Laurent,62325945352500,Marseille,45742.24,SENIOR
1396,Camille,Moreau,64576724485605,Lille,58233.5,SENIOR
1397,Thomas,Dupont,33202798208850,Nantes,64293.75,SENIOR
1399,Camille,Laurent,62943400531612,Nantes,30253.11,MIDDLE
1400,Thomas,Laurent,12738862398310,Nantes,33115.65,MIDDLE
1401,Nicolas,Dupont,43297593101813,Lyon,17656.5,JUNIOR
1403,Jean,Moreau,92792034549298,Lille,80326.56,MASTER
1404,Nicolas,Girard,29148635441288,Bordeaux,19379.84,JUNIOR
1405,Jean,Martin,13516929730630,Lille,81558.06,MASTER
1406,Chloé,Martin,33827565865207,Marseille,76672.06,MASTER
1407,Chloé,Moreau,49674151714833,Lille,66839.89,SENIOR
1409,Thomas,Laurent,95532020121923,Paris,31785.49,MIDDLE
1410,Lucas,Girard,46083197301016,Lille,81272.16,MASTER
1411,Thomas,Moreau,54778802895844,Bordeaux,36145.53,MIDDLE
1412,Lucas,Dupont,49306987301011,Paris,61539.64,SENIOR
1415,Camille,Laurent,87863274978293,Marseille,47510.22,SENIOR
1416,Marie,Girard,88622756385500,Bordeaux,26325.31,MIDDLE
1417,Nicolas,Girard,90056532322569,Lyon,88831.48,MASTER
1418,Lucas,Martin,94740707069373,Nantes,78038.62,MASTER
1419,Marie,Dupont,62745253949157,Lyon,58037.62,SENIOR
1420,Chloé,Lefebvre,44446250805667,Lyon,86117.99,MASTER
1421,Camille,Moreau,63899869562457,Bordeaux,81293.8,MASTER
1423,Camille,Dupont,51140260195752,Nantes,44846.44,MIDDLE
1424,Marie,Martin,91729685106466,Paris,35409.04,MIDDLE
1425,Jean,Moreau,63805021445041,Lille,24826.4,MIDDLE
1426,Jean,Girard,66301355410833,Nantes,78147.33,MASTER
1428,Nicolas,Dupont,99531718609389,Marseille,82142.45,MASTER
1429,Nicolas,Laurent,17469075954147,Bordeaux,78156.26,MASTER
1430,Camille,Laurent,27966717753603,Bordeaux,76160.98,MASTER
1431,Camille,Lefebvre,54585033396782,Lyon,46419.35,SENIOR
1432,Thomas,Laurent,94645517378322,Paris,57352.24,SENIOR
1433,Camille,Lefebvre,35390465222933,Bordeaux,65596.47,SENIOR
1435,Marie,Martin,56487704942522,Bordeaux,79674.19,MASTER
1436,Marie,Laurent,53184920401702,Bordeaux,66540.43,SENIOR
1437,Marie,Laurent,91400603929429,Bordeaux,23469.51,MIDDLE
1438,Jean,Lefebvre,39866482456248,Lille,64300.67,SENIOR
1439,Chloé,Girard,56346500511206,Lyon,26899.49,MIDDLE
1440,Marie,Girard,62967371742281,Bordeaux,60051.42,SENIOR
1441,Thomas,Lefebvre,25831823200331,Lyon,42187.33,MIDDLE
1442,Lucas,Moreau,83747023464370,Marseille,29198.62,MIDDLE
1443,Lucas,Moreau,20253145288012,Nantes,70299.96,SENIOR
1444,Chloé,Girard,43480156810429,Lille,59677.76,SENIOR
1445,Lucas,Lefebvre,41683289870092,Lille,73675.99,SENIOR
1446,Chloé,Dupont,38646682520598,Marseille,71206.58,SENIOR
1447,Nicolas,Moreau,67907549445958,Lille,76069.99,MASTER
1448,Chloé,Dupont,28547329373422,Paris,48154.52,SENIOR
1449,Camille,Dupont,84438936100920,Lille,69270.47,SENIOR
1450,Thomas,Dupont,18880428846162,Nantes,50843.4,SENIOR
1453,Camille,Moreau,62062949977014,Marseille,49225.45,SENIOR
1454,Chloé,Moreau,50751026694523,Nantes,42302.09,MIDDLE
1455,Chloé,Martin,39821368395589,Lille,85389.99,MASTER
1456,Chloé,Dupont,58862767743025,Lyon,28073.93,MIDDLE
1457,Jean,Laurent,91224530685038,Bordeaux,18114.8,JUNIOR
1458,Nicolas,Girard,53304411892991,Bordeaux,89096.62,MASTER
1460,Jean,Moreau,60883641593553,Nantes,73568.61,SENIOR
1462,Marie,Moreau,26400857906843,Lille,52688.21,SENIOR
1463,Camille,Dupont,35490003503914,Lille,58973.75,SENIOR
1464,Chloé,Girard,61522597244059,Lyon,71249.48,SENIOR
1465,Camille,Martin,31172394261446,Bordeaux,50854.68,SENIOR
1466,Nicolas,Girard,80234242374623,Marseille,29264.45,MIDDLE
1467,Jean,Laurent,91802546778688,Bordeaux,70504.64,SENIOR
1468,Chloé,Lefebvre,67622207901515,Bordeaux,75163.79,MASTER
1469,Marie,Moreau,27880637468334,Nantes,47040.07,SENIOR
1470,Thomas,Lefebvre,91412295077858,Paris,33366.88,MIDDLE
1471,Camille,Dupont,65462210411433,Paris,25280.46,MIDDLE
1473,Thomas,Dupont,11249692713720,Lille,52486.62,SENIOR
1474,Lucas,Dupont,87839305524356,Marseille,83324.23,MASTER
1475,Jean,Lefebvre,44081066519970,Nantes,58257.58,SENIOR
1476,Nicolas,Moreau,99561095856911,Marseille,55427.51,SENIOR
1477,Lucas,Martin,47047203407322,Bordeaux,86204.5,MASTER
1479,Lucas,Dupont,29767365113737,Marseille,63845.57,SENIOR
1480,Chloé,Girard,21281315965138,Lille,80640.38,MASTER
1482,Marie,Moreau,62259208360713,Nantes,71181.33,SENIOR
1483,Jean,Girard,31563807218803,Marseille,70919.0,SENIOR
1484,Camille,Laurent,43018982904859,Lyon,43564.41,MIDDLE
1485,Nicolas,Dupont,34234402380668,Bordeaux,80814.04,MASTER
1486,Marie,Laurent,55412578345074,Lille,86454.19,MASTER
1487,Camille,Moreau,61568177560263,Bordeaux,80402.47,MASTER
1488,Nicolas,Laurent,28011920645458,Marseille,36054.53,MIDDLE
1489,Camille,Dupont,59672353321177,Lyon,71669.32,SENIOR
1490,Chloé,Lefebvre,42882447294926,Marseille,85237.55,MASTER
1491,Thomas,Martin,59490614938817,Bordeaux,47376.61,SENIOR
1492,Nicolas,Girard,50317323858340,Nantes,86516.9,MASTER
1493,Thomas,Martin,35272324688971,Lille,74171.23,SENIOR
1494,Lucas,Laurent,36952856221288,Lille,18377.82,JUNIOR
1495,Nicolas,Moreau,44117545174640,Bordeaux,80078.99,MASTER
1496,Marie,Martin,16645395010207,Marseille,34580.24,MIDDLE
1497,Marie,Girard,13984958674045,Lyon,25878.14,MIDDLE
1498,Camille,Martin,87225052884550,Marseille,68215.48,SENIOR
1499,Lucas,Laurent,84724454585743,Nantes,55115.04,SENIOR
1500,Nicolas,Lefebvre,55452842887144,Lyon,55995.08,SENIOR
1501,Thomas,Dupont,41154641545352,Lyon,68041.24,SENIOR
1502,Camille,Laurent,34505106969771,Lyon,68428.87,SENIOR
1503,Camille,Laurent,82766480064113,Lille,35169.7,MIDDLE
1504,Jean,Girard,91750786241293,Lille,84728.26,MASTER
1505,Camille,Girard,81241208854060,Lyon,42450.9,MIDDLE
1507,Camille,Dupont,23983203715445,Lyon,41373.98,MIDDLE
1508,Lucas,Lefebvre,11488163396802,Paris,57792.19,SENIOR
1509,Thomas,Girard,50200460016828,Bordeaux,50732.22,SENIOR
